our_string	ourW	ourW_md	ourW_data	their_string	theirW	binding	comparison_res_rel	our_half_ulp_rel	their_file
0.010590147003461	14	0	14	0.0105901470034614744953784611248118098132961943	45	OURS	5.0e-14	5.0e-14	data/code/letter152_qdpt_result.json
0.0010998673455992	14	0	14	0.00109986734559925977031150618848112331422075037	45	OURS	5.0e-14	5.0e-14	data/code/letter152_qdpt_result.json
0.00029411444409895	14	0	14	0.000294114444098957327022956358640628420735379165	45	OURS	5.0e-14	5.0e-14	data/code/letter152_qdpt_result.json
0.030587176925874	14	0	14	0.0305871769258738986004169226393295525648795525	45	OURS	5.0e-14	5.0e-14	data/code/letter152_qdpt_result.json
0.78436351138598	14	0	14	0.784363511385979856168231738450366016298171685	45	OURS	5.0e-14	5.0e-14	data/code/letter152_qdpt_result.json
0.97295816423644	14	0	14	0.972958164236462647691531774483700577353697186	45	OURS	5.0e-14	5.0e-14	data/code/letter152_qdpt_result.json
1.7505517968508692786	20	20	0	1.7505517968508692786365188217416133445260186629854	50	OURS	5.0e-20	5.0e-20	data/T2g_kappa5_coefficients.json
7.6904142711104e-6	14	0	14	0.0000076904142711104015671988888418370688271810522	44	OURS	5.0e-14	5.0e-14	data/code/m3_L158_survivor_pilot_result.json
2.71980637665387914e-6	18	0	18	0.00000271980637665469687952347476840559453535225528	45	OURS	5.0e-18	5.0e-18	data/code/letter147_taylor_order_result.json
3.44976068694166566e-6	18	14	18	0.00000344976068694051299596508403810037892312763003	45	OURS	5.0e-18	5.0e-18	data/code/letter147_taylor_order_result.json
6.86629341766586322e-6	18	14	18	0.00000686629341766464676925679003856052546008088054	45	OURS	5.0e-18	5.0e-18	data/code/letter147_taylor_order_result.json
13.0081855833158908685749	24	0	24	13.008185583378664126352706788220723989156544309831	50	OURS	5.0e-24	5.0e-24	data/code/machine1_verify_da0a601_refline.py
13.9911193602609485816619	24	0	24	13.991119360298513269661926676641275486694845764421	50	OURS	5.0e-24	5.0e-24	data/code/machine1_verify_da0a601_refline.py
90.65050523909647486	19	0	19	90.6505052390964748599710366606600316370833437	45	OURS	5.0e-19	5.0e-19	data/code/m3_L158_survivor_pilot_result.json
0.000010134334676567167815	20	16	20	0.0000101343346765676147168016815168840357746653431	45	OURS	5.0e-20	5.0e-20	data/code/letter149_family_c_extra_legs_result.json
0.000011177202255385394323	20	16	20	0.0000111772022553855002583793475432024032098018443	45	OURS	5.0e-20	5.0e-20	data/code/m3_L156_cycle25_S2_result.json
0.000011314534929236676659	20	16	20	0.0000113145349292367804229429179280015380993010142	45	OURS	5.0e-20	5.0e-20	data/code/m3_L156_cycle25_S2_result.json
0.000012346081517015938623	20	16	20	0.0000123460815170160064500572404852479259827778696	45	OURS	5.0e-20	5.0e-20	data/code/m3_L156_cycle25_S2_result.json
0.000012476977651181365402	20	20	20	0.0000124769776511814315909855498817342143072379378	45	OURS	5.0e-20	5.0e-20	data/code/m3_L156_cycle25_S2_result.json
17.578382390253124392	20	0	20	17.5783823902531243915428657887296865240592988	45	OURS	5.0e-20	5.0e-20	data/code/letter147_taylor_order_result.json
0.000019657946257912506125	20	16	20	0.0000196579462579125167334596952527647947639794625	45	OURS	5.0e-20	5.0e-20	data/code/m3_L156_cycle25_S2_result.json
0.000020770755008537518771	20	16	20	0.0000207707550085374986454924527683697924268994854	45	OURS	5.0e-20	5.0e-20	data/code/m3_L156_cycle25_S2_result.json
0.000021108214722786380788	20	16	20	0.0000211082147227832554218195326686191369420512128	45	OURS	5.0e-20	5.0e-20	data/code/letter149_family_c_scored_m3.json
0.00023213986829865610891	20	0	20	0.000232139868298637963794455346325593467206795194	45	OURS	5.0e-20	5.0e-20	data/code/letter147_taylor_order_result.json
0.000023344176836311955517	20	16	20	0.0000233441768363132274114566640970037934116635397	45	OURS	5.0e-20	5.0e-20	data/code/letter149_family_c_scored_m3.json
27.717866853002600987	20	0	20	27.7178668530026009867628442615734565694205548	45	OURS	5.0e-20	5.0e-20	data/code/m3_L158_survivor_pilot_result.json
0.040522753650718419588	20	0	20	0.0405227536507176688448818478158793111325476945	45	OURS	5.0e-20	5.0e-20	data/code/letter147_taylor_order_result.json
4.0845380841648368441e-6	20	18	20	0.00000408453808416641308160449708910846882694238707	45	OURS	5.0e-20	5.0e-20	data/code/letter149_family_c_scored_m3.json
4.1380680737357467261e-6	20	16	20	0.00000413806807373736396129106388722018812480850431	45	OURS	5.0e-20	5.0e-20	data/code/letter149_family_c_extra_legs_result.json
4.1711800771130093222e-6	20	16	20	0.00000417118007711471600213197818562418021022299912	45	OURS	5.0e-20	5.0e-20	data/code/letter149_family_c_scored_m3.json
42.122896146531247353	20	0	20	42.1228961465312473534471245400200300891859172	45	OURS	5.0e-20	5.0e-20	data/code/m3_L158_survivor_pilot_result.json
4.2496273813877281464e-6	20	20	20	0.00000424962738138939758526229299952268889463060982	45	OURS	5.0e-20	5.0e-20	data/code/letter149_family_c_scored_m3.json
4.661887572369273826e-6	19	0	19	0.0000046618875723699635497965108537657560305316381	44	OURS	5.0e-19	5.0e-19	data/code/letter147_taylor_order_result.json
48.889491679419730955	20	0	20	48.8894916794197309549296287139956200497050111	45	OURS	5.0e-20	5.0e-20	data/code/m3_L158_survivor_pilot_result.json
0.005212125879045068011	19	0	19	0.0052121258790449441881518113600672246230928474	44	OURS	5.0e-19	5.0e-19	data/code/letter147_taylor_order_result.json
54.708284587388927724	20	0	20	54.7082845873889277242575280427935588083036412	45	OURS	5.0e-20	5.0e-20	data/code/m3_L158_survivor_pilot_result.json
66.096177288787890188	20	0	20	66.0961772887878901876769415748529608997276471	45	OURS	5.0e-20	5.0e-20	data/code/m3_L158_survivor_pilot_result.json
6.9732464917399494853e-6	20	14	20	0.00000697324649173873160238704692202073374970001173	45	OURS	5.0e-20	5.0e-20	data/code/letter147_taylor_order_result.json
6.9928795174013420198e-6	20	16	20	0.00000699287951740219229951514582980582239853475501	45	OURS	5.0e-20	5.0e-20	data/code/letter152_qdpt_result.json
8.2423848376008220167e-6	20	16	20	0.00000824238483760173481147989811112382514536079736	45	OURS	5.0e-20	5.0e-20	data/code/letter149_family_c_scored_m3.json
